identifier	genome_accession	genome_name	taxid	genus_name	genus_threshold	species_name	species_threshold	subspecies_name	subspecies_threshold	serotype_name	serotype_threshold
REFSSPECIESID0000281	CP043953	Acinetobacter baumannii  	470	Acinetobacter	80	baumannii	95	-	-	-	-
REFSSPECIESID0000262	CP020000	Acinetobacter calcoaceticus  	471	Acinetobacter	80	calcoaceticus	95	-	-	-	-
REFSSPECIESID0000308	CP072549	Acinetobacter lwoffii  	28090	Acinetobacter	80	lwoffii	95	-	-	-	-
REFSSPECIESID0000272	CP030880	Acinetobacter haemolyticus  	29430	Acinetobacter	80	haemolyticus	95	-	-	-	-
REFSSPECIESID0000245	KB849702	Acinetobacter johnsonii  	40214	Acinetobacter	80	johnsonii	95	-	-	-	-
REFSSPECIESID0000306	CP059558	Acinetobacter junii  	40215	Acinetobacter	80	junii	95	-	-	-	-
REFSSPECIESID0000271	CP030031	Acinetobacter radioresistens  	40216	Acinetobacter	80	radioresistens	95	-	-	-	-
REFSSPECIESID0000244	KB849556	Acinetobacter venetianus  	52133	Acinetobacter	80	venetianus	95	-	-	-	-
REFSSPECIESID0000307	AP024524	Acinetobacter variabilis  	70346	Acinetobacter	80	variabilis	95	-	-	-	-
REFSSPECIESID0000285	CP041970	Acinetobacter dispersus  	70348	Acinetobacter	80	dispersus	95	-	-	-	-
REFSSPECIESID0000302	CP066119	Acinetobacter bereziniae  	106648	Acinetobacter	80	bereziniae	95	-	-	-	-
REFSSPECIESID0000268	AP014630	Acinetobacter guillouiae  	106649	Acinetobacter	80	guillouiae	95	-	-	-	-
REFSSPECIESID0000279	CP040105	Acinetobacter nosocomialis  	106654	Acinetobacter	80	nosocomialis	95	-	-	-	-
REFSSPECIESID0000247	KB850254	Acinetobacter ursingii  	108980	Acinetobacter	80	ursingii	97.7	-	-	-	-
REFSSPECIESID0000289	CP044483	Acinetobacter schindleri  	108981	Acinetobacter	80	schindleri	95	-	-	-	-
REFSSPECIESID0000242	KB849207	Acinetobacter parvus  	134533	Acinetobacter	80	parvus	95	-	-	-	-
REFSSPECIESID0000257	KV575261	Acinetobacter gyllenbergii  	134534	Acinetobacter	80	gyllenbergii	95	-	-	-	-
REFSSPECIESID0000305	AP024595	Acinetobacter bouvetii  	202951	Acinetobacter	80	bouvetii	95	-	-	-	-
REFSSPECIESID0000243	KB849514	Acinetobacter gerneri  	202952	Acinetobacter	80	gerneri	95	-	-	-	-
REFSSPECIESID0000283	VXLD01000001	Acinetobacter tandoii  	202954	Acinetobacter	80	tandoii	95	-	-	-	-
REFSSPECIESID0000252	BBND01000057	Acinetobacter tjernbergiae  	202955	Acinetobacter	80	tjernbergiae	95	-	-	-	-
REFSSPECIESID0000303	CP071766	Acinetobacter towneri  	202956	Acinetobacter	80	towneri	95	-	-	-	-
REFSSPECIESID0000246	KB849763	Acinetobacter beijerinckii  	262668	Acinetobacter	80	beijerinckii	95	-	-	-	-
REFSSPECIESID0000294	BMDA01000001	Acinetobacter courvalinii  	280147	Acinetobacter	80	courvalinii	95	-	-	-	-
REFSSPECIESID0000313	FMYK01000020	Acinetobacter marinus  	281375	Acinetobacter	80	marinus	95	-	-	-	-
REFSSPECIESID0000251	KI530762	Acinetobacter brisouii  	396323	Acinetobacter	80	brisouii	95	-	-	-	-
REFSSPECIESID0000309	CP079898	Acinetobacter septicus  	465797	Acinetobacter	80	septicus	97.7	-	-	-	-
REFSSPECIESID0000304	CP073241	Acinetobacter soli  	487316	Acinetobacter	80	soli	95	-	-	-	-
REFSSPECIESID0000316	FNPK01000071	Acinetobacter kyonggiensis  	595670	Acinetobacter	80	kyonggiensis	95	-	-	-	-
REFSSPECIESID0000248	KE340348	Acinetobacter rudis  	632955	Acinetobacter	80	rudis	95	-	-	-	-
REFSSPECIESID0000286	CP045198	Acinetobacter indicus  	756892	Acinetobacter	80	indicus	95	-	-	-	-
REFSSPECIESID0000315	OANT01000035	Acinetobacter puyangensis  	1096779	Acinetobacter	80	puyangensis	95	-	-	-	-
REFSSPECIESID0000239	CP002080	Acinetobacter oleivorans  	1148157	Acinetobacter	80	oleivorans	95	-	-	-	-
REFSSPECIESID0000250	KI530712	Acinetobacter nectaris  	1219382	Acinetobacter	80	nectaris	95	-	-	-	-
REFSSPECIESID0000314	FMYL01000029	Acinetobacter boissieri  	1219383	Acinetobacter	80	boissieri	95	-	-	-	-
REFSSPECIESID0000312	FMYO01000020	Acinetobacter kookii  	1226327	Acinetobacter	80	kookii	95	-	-	-	-
REFSSPECIESID0000317	FZLN01000011	Acinetobacter apis  	1229165	Acinetobacter	80	apis	95	-	-	-	-
REFSSPECIESID0000282	VXKN01000001	Acinetobacter qingfengensis  	1262585	Acinetobacter	80	qingfengensis	95	-	-	-	-
REFSSPECIESID0000254	CP012808	Acinetobacter equi  	1324350	Acinetobacter	80	equi	95	-	-	-	-
REFSSPECIESID0000253	JXBK01000001	Acinetobacter harbinensis  	1353941	Acinetobacter	80	harbinensis	95	-	-	-	-
REFSSPECIESID0000256	LZDS01000001	Acinetobacter gandensis  	1443941	Acinetobacter	80	gandensis	95	-	-	-	-
REFSSPECIESID0000301	CP065820	Acinetobacter seifertii  	1530123	Acinetobacter	80	seifertii	95	-	-	-	-
REFSSPECIESID0000266	NEXX01000001	Acinetobacter populi  	1582270	Acinetobacter	80	populi	95	-	-	-	-
REFSSPECIESID0000311	FMBK01000030	Acinetobacter albensis  	1673609	Acinetobacter	80	albensis	95	-	-	-	-
REFSSPECIESID0000277	SGIM01000001	Acinetobacter halotolerans  	1752076	Acinetobacter	80	halotolerans	95	-	-	-	-
REFSSPECIESID0000296	BMDV01000001	Acinetobacter modestus  	1776740	Acinetobacter	80	modestus	95	-	-	-	-
REFSSPECIESID0000295	BMDR01000001	Acinetobacter vivianii  	1776742	Acinetobacter	80	vivianii	95	-	-	-	-
REFSSPECIESID0000293	CP053391	Acinetobacter lactucae  	1785128	Acinetobacter	80	lactucae	95	-	-	-	-
REFSSPECIESID0000259	CP016895	Acinetobacter larvae  	1789224	Acinetobacter	80	larvae	95	-	-	-	-
REFSSPECIESID0000255	LUAW01000001	Acinetobacter pragensis  	1806892	Acinetobacter	80	pragensis	95	-	-	-	-
REFSSPECIESID0000288	JAAARQ010000001	Acinetobacter portensis  	1839785	Acinetobacter	80	portensis	95	-	-	-	-
REFSSPECIESID0000273	RAXU01000001	Acinetobacter guerrae  	1843371	Acinetobacter	80	guerrae	95	-	-	-	-
REFSSPECIESID0000260	CP029397	Acinetobacter defluvii  	1871111	Acinetobacter	80	defluvii	95	-	-	-	-
REFSSPECIESID0000258	CP031716	Acinetobacter wuhouensis  	1879050	Acinetobacter	80	wuhouensis	95	-	-	-	-
REFSSPECIESID0000261	MBDL01000001	Acinetobacter celticus  	1891224	Acinetobacter	80	celticus	95	-	-	-	-
REFSSPECIESID0000264	NEGB01000001	Acinetobacter silvestris  	1977882	Acinetobacter	80	silvestris	95	-	-	-	-
REFSSPECIESID0000265	CP032134	Acinetobacter chinensis  	2004650	Acinetobacter	80	chinensis	95	-	-	-	-
REFSSPECIESID0000267	NIFO01000001	Acinetobacter piscicola  	2006115	Acinetobacter	80	piscicola	95	-	-	-	-
REFSSPECIESID0000310	FLLN01000001	Acinetobacter pseudolwoffii  	2053287	Acinetobacter	80	pseudolwoffii	95	-	-	-	-
REFSSPECIESID0000270	CP035934	Acinetobacter cumulans  	2136182	Acinetobacter	80	cumulans	95	-	-	-	-
REFSSPECIESID0000269	PYIX02000001	Acinetobacter sichuanensis  	2136183	Acinetobacter	80	sichuanensis	95	-	-	-	-
REFSSPECIESID0000275	RAXT01000001	Acinetobacter rongchengensis  	2419601	Acinetobacter	80	rongchengensis	95	-	-	-	-
REFSSPECIESID0000274	RAXV01000001	Acinetobacter tianfuensis  	2419603	Acinetobacter	80	tianfuensis	95	-	-	-	-
REFSSPECIESID0000276	RCHC01000001	Acinetobacter chengduensis  	2420890	Acinetobacter	80	chengduensis	95	-	-	-	-
REFSSPECIESID0000278	SJNZ01000001	Acinetobacter terrestris  	2529843	Acinetobacter	80	terrestris	95	-	-	-	-
REFSSPECIESID0000280	VCMZ01000001	Acinetobacter pullicarnis  	2576829	Acinetobacter	80	pullicarnis	95	-	-	-	-
REFSSPECIESID0000300	VTDT01000001	Acinetobacter pollinis  	2605270	Acinetobacter	80	pollinis	95	-	-	-	-
REFSSPECIESID0000299	VTDP01000001	Acinetobacter rathckeae  	2605272	Acinetobacter	80	rathckeae	95	-	-	-	-
REFSSPECIESID0000298	VTDM01000001	Acinetobacter baretiae  	2605383	Acinetobacter	80	baretiae	95	-	-	-	-
REFSSPECIESID0000284	CP045650	Acinetobacter wanghuae  	2662362	Acinetobacter	80	wanghuae	95	-	-	-	-
REFSSPECIESID0000287	JAACKC010000010	Acinetobacter kanungonis  	2699469	Acinetobacter	80	kanungonis	95	-	-	-	-
REFSSPECIESID0000291	CP049916	Acinetobacter lanii  	2715163	Acinetobacter	80	lanii	95	-	-	-	-
REFSSPECIESID0000290	CP049801	Acinetobacter shaoyimingii  	2715164	Acinetobacter	80	shaoyimingii	95	-	-	-	-
REFSSPECIESID0000292	JABELE010000010	Acinetobacter geminorum  	2730922	Acinetobacter	80	geminorum	95	-	-	-	-
REFSSPECIESID0000263	NEGF01000001	Acinetobacter terrae  	2731247	Acinetobacter	80	terrae	95	-	-	-	-
REFSSPECIESID0000297	JACSPT010000010	Acinetobacter pecorum  	2762215	Acinetobacter	80	pecorum	95	-	-	-	-
REFSSPECIESID0000042	NC_005945.1	Bacillus anthracis - -	1392	Bacillus	85	anthracis	94	-	-	-	-
REFSSPECIESID0000018	NZ_CP009692.1	Bacillus mycoides - -	1405	Bacillus	85	mycoides	94	-	-	-	-
REFSSPECIESID0000008	NC_005957.1	Bacillus thuringiensis - -	1428	Bacillus	85	thuringiensis	94	-	-	-	-
REFSSPECIESID0000365	NZ_CP064062	Brucella anthropi  	529	Brucella	80	anthropi	98.5	-	-	-	-
REFSSPECIESID0000370	NZ_UGSH01000003	Brucella intermedia  	94625	Brucella	80	intermedia	98.5	-	-	-	-
REFSSPECIESID0000362	NZ_WBVY01000010	Brucella tritici  	94626	Brucella	80	tritici	95	-	-	-	-
REFSSPECIESID0000351	NZ_NNRL01000001	Brucella grignonensis  	94627	Brucella	80	grignonensis	95	-	-	-	-
REFSSPECIESID0000361	NZ_ML636800	Brucella gallinifaecis  	215590	Brucella	80	gallinifaecis	95	-	-	-	-
REFSSPECIESID0000352	NZ_NNRN01000001	Brucella lupini  	255457	Brucella	80	lupini	98.5	-	-	-	-
REFSSPECIESID0000355	NZ_PTRC01000100	Brucella oryzae  	335286	Brucella	80	oryzae	95	-	-	-	-
REFSSPECIESID0000367	NZ_CP099967	Brucella pseudintermedia  	370111	Brucella	80	pseudintermedia	95	-	-	-	-
REFSSPECIESID0000366	NZ_JAKKOU010000001	Brucella ciceri  	391287	Brucella	80	ciceri	98.5	-	-	-	-
REFSSPECIESID0000348	NZ_MOEC01000096	Brucella cytisi  	407152	Brucella	80	cytisi	97	-	-	-	-
REFSSPECIESID0000358	NZ_VCPE01000001	Brucella haematophila  	419474	Brucella	80	haematophila	95	-	-	-	-
REFSSPECIESID0000356	NZ_PCOG01000001	Brucella pseudogrignonensis  	419475	Brucella	80	pseudogrignonensis	95	-	-	-	-
REFSSPECIESID0000350	NZ_NNRK01000001	Brucella rhizosphaerae  	571254	Brucella	80	rhizosphaerae	95	-	-	-	-
REFSSPECIESID0000349	NZ_NNRJ01000001	Brucella thiophenivorans  	571255	Brucella	80	thiophenivorans	95	-	-	-	-
REFSSPECIESID0000354	NZ_PHRE01000001	Brucella pituitosa  	571256	Brucella	80	pituitosa	95	-	-	-	-
REFSSPECIESID0000363	NZ_JACIJG010000001	Brucella daejeonensis  	659015	Brucella	80	daejeonensis	95	-	-	-	-
REFSSPECIESID0000359	NZ_VEWK01000001	Brucella pecoris  	867683	Brucella	80	pecoris	95	-	-	-	-
REFSSPECIESID0000368	NZ_LT605585	Brucella inopinata  	1218315	Brucella	80	inopinata	98	-	-	-	-
REFSSPECIESID0000364	NZ_BMHH01000001	Brucella endophytica  	1963359	Brucella	80	endophytica	95	-	-	-	-
REFSSPECIESID0000341	NC_003317	Brucella abortus complex  	235	Brucella	80	abortus complex	98	-	-	-	-
REFSSPECIESID0000342	NC_004310	Brucella abortus complex  	235	Brucella	80	abortus complex	98	-	-	-	-
REFSSPECIESID0000343	NC_009505	Brucella abortus complex  	235	Brucella	80	abortus complex	98	-	-	-	-
REFSSPECIESID0000344	NC_010103	Brucella abortus complex  	235	Brucella	80	abortus complex	98	-	-	-	-
REFSSPECIESID0000345	NC_013119	Brucella abortus complex  	235	Brucella	80	abortus complex	98	-	-	-	-
REFSSPECIESID0000346	NC_007618	Brucella abortus complex  	235	Brucella	80	abortus complex	98	-	-	-	-
REFSSPECIESID0000347	NC_022905	Brucella abortus complex  	235	Brucella	80	abortus complex	98	-	-	-	-
REFSSPECIESID0000369	NZ_UIGH01000002	Brucella abortus complex  	235	Brucella	80	abortus complex	98	-	-	-	-
REFSSPECIESID0000322	NZ_JAIZPY010000010	Burkholderia cepacia  	292	Burkholderia	85	cepacia	95	-	-	-	-
REFSSPECIESID0000321	NZ_CP009727	Burkholderia mallei  	13373	Burkholderia	85	mallei	95	-	-	-	-
REFSSPECIESID0000320	NZ_CP013450	Burkholderia cenocepacia  	95486	Burkholderia	85	cenocepacia	95	-	-	-	-
REFSSPECIESID0000014	AACCUC000000000.1	Campylobacter coli - -	195	Campylobacter	85	coli	94	-	-	-	-
REFSSPECIESID0000026	NZ_CP015575.1	Campylobacter hyointestinalis - -	198	Campylobacter	85	hyointestinalis	94	-	-	-	-
REFSSPECIESID0000030	OU701461.1	Campylobacter upsaliensis - -	28080	Campylobacter	85	upsaliensis	94	-	-	-	-
REFSSPECIESID0000007	CP000487.1	Campylobacter fetus fetus -	32019	Campylobacter	85	fetus	94	fetus	98	-	-
REFSSPECIESID0000009	CP008810.1	Campylobacter fetus venerealis -	32020	Campylobacter	85	fetus	94	venerealis	98	-	-
REFSSPECIESID0000096	NC_009707.1	Campylobacter jejuni doylei -	32021	Campylobacter	85	jejuni	94	doylei	98	-	-
REFSSPECIESID0000029	CP063085.1	Campylobacter jejuni jejuni -	32022	Campylobacter	85	jejuni	94	jejuni	98	-	-
REFSSPECIESID0000038	CP007771.1	Campylobacter lari concheus -	488545	Campylobacter	85	lari	94	concheus	98	-	-
REFSSPECIESID0000002	CP000932.1	Campylobacter lari lari -	650054	Campylobacter	85	lari	94	lari	98	-	-
REFSSPECIESID0000006	CP006833.1	Campylobacter fetus testudinum -	1507806	Campylobacter	85	fetus	94	testudinum	98	-	-
REFSSPECIESID0000323	NC_009792	Citrobacter koseri  	545	Citrobacter	85	koseri	95	-	-	-	-
REFSSPECIESID0000324	NZ_CP014070	Citrobacter amalonaticus  	35703	Citrobacter	85	amalonaticus	95	-	-	-	-
REFSSPECIESID0000328	NZ_RHWV01000010	Citrobacter farmeri  	67824	Citrobacter	85	farmeri	95	-	-	-	-
REFSSPECIESID0000339	NZ_CP082833	Citrobacter rodentium  	67825	Citrobacter	85	rodentium	95	-	-	-	-
REFSSPECIESID0000337	NZ_CP071070	Citrobacter sedlakii  	67826	Citrobacter	85	sedlakii	95	-	-	-	-
REFSSPECIESID0000325	NZ_QVEK01000010	Citrobacter gillenii  	67828	Citrobacter	85	gillenii	95	-	-	-	-
REFSSPECIESID0000331	NZ_QFVP01000001	Citrobacter murliniae  	67829	Citrobacter	85	murliniae	95	-	-	-	-
REFSSPECIESID0000326	NZ_PQSZ01000010	Citrobacter freundii complex europaeus 	1344959	Citrobacter	85	freundii complex	92	europaeus	95.5	-	-
REFSSPECIESID0000327	NZ_CP033744	Citrobacter freundii complex freundii 	1344959	Citrobacter	85	freundii complex	92	freundii	96	-	-
REFSSPECIESID0000329	NZ_CP037864	Citrobacter freundii complex arsenatis 	1344959	Citrobacter	85	freundii complex	92	arsenatis	95.5	-	-
REFSSPECIESID0000332	NZ_CP044098	Citrobacter freundii complex portucalensis 	1344959	Citrobacter	85	freundii complex	92	portucalensis	96	-	-
REFSSPECIESID0000333	NZ_CP044101	Citrobacter freundii complex werkmanii 	1344959	Citrobacter	85	freundii complex	92	werkmanii	99.3	-	-
REFSSPECIESID0000335	NZ_CP045771	Citrobacter freundii complex braakii 	1344959	Citrobacter	85	freundii complex	92	braakii	95	-	-
REFSSPECIESID0000336	NZ_CP069763	Citrobacter freundii complex cronae 	1344959	Citrobacter	85	freundii complex	92	cronae	99.3	-	-
REFSSPECIESID0000338	NZ_CP077262	Citrobacter freundii complex pasteurii 	1344959	Citrobacter	85	freundii complex	92	pasteurii	96.5	-	-
REFSSPECIESID0000340	NZ_LR134485	Citrobacter freundii complex youngae 	1344959	Citrobacter	85	freundii complex	92	youngae	96.5	-	-
REFSSPECIESID0000330	NZ_CP038469	Citrobacter tructae  	2562449	Citrobacter	85	tructae	95	-	-	-	-
REFSSPECIESID0000334	NZ_WHIY01000100	Citrobacter telavivensis  	2653932	Citrobacter	85	telavivensis	95	-	-	-	-
REFSSPECIESID0000373	NC_009495	Clostridium botulinum  	1491	Clostridium	70	botulinum	95	-	-	-	-
REFSSPECIESID0000470	NZ_CP075979	Clostridium perfringens  	1502	Clostridium	75	perfringens	90	-	-	-	-
REFSSPECIESID0000019	NZ_CP011047.1	Cronobacter sakazakii - -	28141	Cronobacter	85	sakazakii	94	-	-	-	-
REFSSPECIESID0000039	NZ_CP012266.1	Cronobacter dublinensis dublinensis -	413497	Cronobacter	85	dublinensis	94	dublinensis	98	-	-
REFSSPECIESID0000024	NZ_CP012268.1	Cronobacter muytjensii - -	413501	Cronobacter	85	muytjensii	94	-	-	-	-
REFSSPECIESID0000005	NC_013282.2	Cronobacter turicensis - -	413502	Cronobacter	85	turicensis	94	-	-	-	-
REFSSPECIESID0000027	NC_023032.1	Cronobacter malonaticus - -	413503	Cronobacter	85	malonaticus	94	-	-	-	-
REFSSPECIESID0000045	NZ_CP012257.1	Cronobacter universalis - -	535744	Cronobacter	85	universalis	94	-	-	-	-
REFSSPECIESID0000040	NZ_CP012264.1	Cronobacter condimenti - -	1163710	Cronobacter	85	condimenti	94	-	-	-	-
REFSSPECIESID0000526	NZ_JAMQCM010000002	Enterobacter cloacae  	550	Enterobacter	90	cloacae	95	-	-	-	-
REFSSPECIESID0000516	NZ_AP019630	Enterobacter asburiae  	61645	Enterobacter	90	asburiae	97	-	-	-	-
REFSSPECIESID0000524	NZ_CP081105	Enterobacter cancerogenus  	69218	Enterobacter	90	cancerogenus	95	-	-	-	-
REFSSPECIESID0000523	NZ_CP077392	Enterobacter hormaechei  	158836	Enterobacter	90	hormaechei	95.5	-	-	-	-
REFSSPECIESID0000507	NZ_KI973153	Enterobacter kobei  	208224	Enterobacter	90	kobei	95	-	-	-	-
REFSSPECIESID0000509	NZ_CP017279	Enterobacter ludwigii  	299767	Enterobacter	90	ludwigii	95	-	-	-	-
REFSSPECIESID0000525	NZ_CP091779	Enterobacter mori  	539813	Enterobacter	90	mori	97.2	-	-	-	-
REFSSPECIESID0000520	NZ_AP022508	Enterobacter bugandensis  	881260	Enterobacter	90	bugandensis	95.5	-	-	-	-
REFSSPECIESID0000506	NC_015968	Enterobacter soli  	885040	Enterobacter	90	soli	95	-	-	-	-
REFSSPECIESID0000508	NZ_CP017184	Enterobacter roggenkampii  	1812935	Enterobacter	90	roggenkampii	96.5	-	-	-	-
REFSSPECIESID0000518	NZ_CP027986	Enterobacter sichuanensis  	2071710	Enterobacter	90	sichuanensis	95	-	-	-	-
REFSSPECIESID0000519	NZ_AP019007	Enterobacter oligotrophicus  	2478464	Enterobacter	90	oligotrophicus	95	-	-	-	-
REFSSPECIESID0000510	NZ_CP043318	Enterobacter chengduensis  	2494701	Enterobacter	90	chengduensis	95	-	-	-	-
REFSSPECIESID0000512	NZ_CP043342	Enterobacter huaxiensis  	2494702	Enterobacter	90	huaxiensis	95	-	-	-	-
REFSSPECIESID0000513	NZ_RXSJ01000001	Enterobacter quasiroggenkampii  	2497436	Enterobacter	90	quasiroggenkampii	96.5	-	-	-	-
REFSSPECIESID0000511	NZ_QZCS01000001	Enterobacter chuandaensis  	2497875	Enterobacter	90	chuandaensis	95.5	-	-	-	-
REFSSPECIESID0000514	NZ_SJOO01000001	Enterobacter wuhouensis  	2529381	Enterobacter	90	wuhouensis	95	-	-	-	-
REFSSPECIESID0000515	NZ_SJON01000001	Enterobacter quasihormaechei  	2529382	Enterobacter	90	quasihormaechei	95.5	-	-	-	-
REFSSPECIESID0000517	NZ_VTUC01000008	Enterobacter vonholyi  	2797505	Enterobacter	90	vonholyi	95.5	-	-	-	-
REFSSPECIESID0000521	NZ_JAHEVX010000001	Enterobacter dykesii  	2797506	Enterobacter	90	dykesii	97	-	-	-	-
REFSSPECIESID0000522	NZ_JAHEVU010000001	Enterobacter quasimori  	2838947	Enterobacter	90	quasimori	97.2	-	-	-	-
REFSSPECIESID0000528	NZ_KB944666	Enterococcus faecalis  	1351	Enterococcus	79	faecalis	95	-	-	-	-
REFSSPECIESID0000572	NZ_CP038996	Enterococcus faecium  	1352	Enterococcus	79	faecium	96	-	-	-	-
REFSSPECIESID0000563	NZ_KZ846567	Enterococcus gallinarum  	1353	Enterococcus	79	gallinarum	95	-	-	-	-
REFSSPECIESID0000559	NZ_CP023011	Enterococcus hirae  	1354	Enterococcus	79	hirae	95	-	-	-	-
REFSSPECIESID0000536	NZ_KE136491	Enterococcus columbae  	1355	Enterococcus	79	columbae	95	-	-	-	-
REFSSPECIESID0000539	NZ_ASWO01000001	Enterococcus sulfureus  	1356	Enterococcus	79	sulfureus	95	-	-	-	-
REFSSPECIESID0000562	NZ_NBSL01000002	Enterococcus avium  	33945	Enterococcus	79	avium	95	-	-	-	-
REFSSPECIESID0000527	NC_020995	Enterococcus casseliflavus  	37734	Enterococcus	79	casseliflavus	96.2	-	-	-	-
REFSSPECIESID0000537	NZ_KE136522	Enterococcus saccharolyticus  	41997	Enterococcus	79	saccharolyticus	95	-	-	-	-
REFSSPECIESID0000543	NZ_BCQF01000001	Enterococcus pseudoavium  	44007	Enterococcus	79	pseudoavium	95	-	-	-	-
REFSSPECIESID0000586	NZ_LS483306	Enterococcus cecorum  	44008	Enterococcus	79	cecorum	95	-	-	-	-
REFSSPECIESID0000534	NZ_KE136354	Enterococcus dispar  	44009	Enterococcus	79	dispar	95	-	-	-	-
REFSSPECIESID0000558	NZ_CP022930	Enterococcus durans  	53345	Enterococcus	79	durans	95	-	-	-	-
REFSSPECIESID0000561	NZ_CP018061	Enterococcus mundtii  	53346	Enterococcus	79	mundtii	95	-	-	-	-
REFSSPECIESID0000538	NZ_ASVU01000001	Enterococcus asini  	57732	Enterococcus	79	asini	95	-	-	-	-
REFSSPECIESID0000585	NZ_UFXU01000004	Enterococcus malodoratus  	71451	Enterococcus	79	malodoratus	95	-	-	-	-
REFSSPECIESID0000580	NZ_CP072888	Enterococcus raffinosus  	71452	Enterococcus	79	raffinosus	95	-	-	-	-
