identifier	genome_accession	genome_name	taxid	genus_name	genus_threshold	species_name	species_threshold	subspecies_name	subspecies_threshold	serotype_name	serotype_threshold
REFSSPECIESID0000535	NZ_KE136487	Enterococcus villorum  	112904	Enterococcus	79	villorum	95	-	-	-	-
REFSSPECIESID0000542	NZ_CP013655	Enterococcus rotai  	118060	Enterococcus	79	rotai	95	-	-	-	-
REFSSPECIESID0000553	NZ_JXLB01000001	Enterococcus ratti  	150033	Enterococcus	79	ratti	95	-	-	-	-
REFSSPECIESID0000532	NZ_KB946323	Enterococcus phoeniculicola  	154621	Enterococcus	79	phoeniculicola	95	-	-	-	-
REFSSPECIESID0000531	NZ_KB946317	Enterococcus moraviensis  	155617	Enterococcus	79	moraviensis	95	-	-	-	-
REFSSPECIESID0000530	NZ_KB946314	Enterococcus haemoperoxidus  	155618	Enterococcus	79	haemoperoxidus	95	-	-	-	-
REFSSPECIESID0000564	NZ_CP030932	Enterococcus gilvus  	160453	Enterococcus	79	gilvus	95	-	-	-	-
REFSSPECIESID0000529	NZ_KB946300	Enterococcus pallens  	160454	Enterococcus	79	pallens	95	-	-	-	-
REFSSPECIESID0000544	NZ_BCQJ01000001	Enterococcus canis  	214095	Enterococcus	79	canis	95	-	-	-	-
REFSSPECIESID0000552	NZ_JXKT01000001	Enterococcus italicus  	246144	Enterococcus	79	italicus	95	-	-	-	-
REFSSPECIESID0000551	NZ_JXKQ01000001	Enterococcus hermanniensis  	249189	Enterococcus	79	hermanniensis	95	-	-	-	-
REFSSPECIESID0000557	NZ_LHUG01000001	Enterococcus canintestini  	317010	Enterococcus	79	canintestini	95	-	-	-	-
REFSSPECIESID0000533	NZ_KB946332	Enterococcus caccae  	317735	Enterococcus	79	caccae	95	-	-	-	-
REFSSPECIESID0000579	NZ_JAHLOV010000001	Enterococcus devriesei  	319970	Enterococcus	79	devriesei	95	-	-	-	-
REFSSPECIESID0000550	NZ_JXKD01000001	Enterococcus aquimarinus  	328396	Enterococcus	79	aquimarinus	95	-	-	-	-
REFSSPECIESID0000554	NZ_JXLC01000001	Enterococcus silesiacus  	332949	Enterococcus	79	silesiacus	95	-	-	-	-
REFSSPECIESID0000555	NZ_JXLF01000001	Enterococcus termitis  	332950	Enterococcus	79	termitis	95	-	-	-	-
REFSSPECIESID0000582	NZ_CP079880	Enterococcus lactis  	357441	Enterococcus	79	lactis	96	-	-	-	-
REFSSPECIESID0000560	NZ_CP023074	Enterococcus thailandicus  	417368	Enterococcus	79	thailandicus	95	-	-	-	-
REFSSPECIESID0000549	NZ_MIEK01000001	Enterococcus rivorum  	762845	Enterococcus	79	rivorum	95	-	-	-	-
REFSSPECIESID0000548	NZ_MIKB01000001	Enterococcus quebecensis  	903983	Enterococcus	79	quebecensis	95	-	-	-	-
REFSSPECIESID0000545	NZ_MIJZ01000001	Enterococcus ureasiticus  	903984	Enterococcus	79	ureasiticus	95	-	-	-	-
REFSSPECIESID0000570	NZ_BJDW01000001	Enterococcus viikkiensis  	930854	Enterococcus	79	viikkiensis	95	-	-	-	-
REFSSPECIESID0000546	NZ_MIKA01000001	Enterococcus plantarum  	1077675	Enterococcus	79	plantarum	95	-	-	-	-
REFSSPECIESID0000547	NZ_MIKC01000001	Enterococcus ureilyticus  	1131292	Enterococcus	79	ureilyticus	95	-	-	-	-
REFSSPECIESID0000573	NZ_MAEI01000001	Enterococcus diestrammenae  	1155073	Enterococcus	79	diestrammenae	95	-	-	-	-
REFSSPECIESID0000576	NZ_JAFBFD010000001	Enterococcus lemanii  	1159752	Enterococcus	79	lemanii	95	-	-	-	-
REFSSPECIESID0000575	NZ_BMDT01000001	Enterococcus alcedinis  	1274384	Enterococcus	79	alcedinis	95	-	-	-	-
REFSSPECIESID0000571	NZ_BJDX01000001	Enterococcus xiangfangensis  	1296537	Enterococcus	79	xiangfangensis	95	-	-	-	-
REFSSPECIESID0000581	NZ_JAHUZB010000010	Enterococcus alishanensis  	1303817	Enterococcus	79	alishanensis	95	-	-	-	-
REFSSPECIESID0000540	NZ_AYPQ01000001	Enterococcus crotali  	1453587	Enterococcus	79	crotali	95	-	-	-	-
REFSSPECIESID0000541	NZ_CVRN01000001	Enterococcus massiliensis  	1640685	Enterococcus	79	massiliensis	98.5	-	-	-	-
REFSSPECIESID0000574	NZ_AP022822	Enterococcus saigonensis  	1805431	Enterococcus	79	saigonensis	95	-	-	-	-
REFSSPECIESID0000584	NZ_FNVY01000004	Enterococcus timonensis  	1852364	Enterococcus	79	timonensis	95	-	-	-	-
REFSSPECIESID0000556	NZ_CP021874	Enterococcus wangshanyuanii  	2005703	Enterococcus	79	wangshanyuanii	95	-	-	-	-
REFSSPECIESID0000587	NZ_UWOP01000003	Enterococcus mediterraneensis  	2364791	Enterococcus	79	mediterraneensis	95	-	-	-	-
REFSSPECIESID0000565	NZ_BJCC01000001	Enterococcus florum  	2480627	Enterococcus	79	florum	95	-	-	-	-
REFSSPECIESID0000566	NZ_BJDP01000001	Enterococcus pingfangensis  	2559924	Enterococcus	79	pingfangensis	95	-	-	-	-
REFSSPECIESID0000567	NZ_BJDQ01000001	Enterococcus dongliensis  	2559925	Enterococcus	79	dongliensis	95	-	-	-	-
REFSSPECIESID0000568	NZ_BJDR01000001	Enterococcus nangangensis  	2559926	Enterococcus	79	nangangensis	95	-	-	-	-
REFSSPECIESID0000569	NZ_BJDS01000001	Enterococcus songbeiensis  	2559927	Enterococcus	79	songbeiensis	98.5	-	-	-	-
REFSSPECIESID0000577	NZ_JAFLVW010000001	Enterococcus hulanensis  	2559929	Enterococcus	79	hulanensis	95	-	-	-	-
REFSSPECIESID0000578	NZ_JAEDXU010000001	Enterococcus larvae  	2794352	Enterococcus	79	larvae	95	-	-	-	-
REFSSPECIESID0000583	NZ_AP025635	Enterococcus innesii  	2839759	Enterococcus	79	innesii	96.2	-	-	-	-
REFSSPECIESID0000095	NC_013353.1	Escherichia coli - -	562	Escherichia	85	coli	94	-	-	-	-
REFSSPECIESID0000020	NC_011740.1	Escherichia fergusonii - -	564	Escherichia	85	fergusonii	94	-	-	-	-
REFSSPECIESID0000037	CP007025.1	Escherichia albertii - -	208962	Escherichia	85	albertii	94	-	-	-	-
REFSSPECIESID0000591	NZ_CP041925	Klebsiella aerogenes  	548	Klebsiella	85	aerogenes	95	-	-	-	-
REFSSPECIESID0000589	NZ_CP033844	Klebsiella oxytoca  	571	Klebsiella	85	oxytoca	95	-	-	-	-
REFSSPECIESID0000592	NZ_CP045783	Klebsiella variicola  	244366	Klebsiella	85	variicola	95.5	-	-	-	-
REFSSPECIESID0000593	NZ_AP022547	Klebsiella michiganensis  	1134687	Klebsiella	85	michiganensis	95.5	-	-	-	-
REFSSPECIESID0000594	NZ_CP065838	Klebsiella quasipneumoniae  	1463165	Klebsiella	85	quasipneumoniae	95	-	-	-	-
REFSSPECIESID0000596	NZ_CP084768	Klebsiella quasivariicola  	2026240	Klebsiella	85	quasivariicola	96.5	-	-	-	-
REFSSPECIESID0000599	NZ_LR607336	Klebsiella grimontii  	2058152	Klebsiella	85	grimontii	97	-	-	-	-
REFSSPECIESID0000588	NZ_CP036175	Klebsiella huaxiensis  	2153354	Klebsiella	85	huaxiensis	95	-	-	-	-
REFSSPECIESID0000597	NZ_CP084874	Klebsiella africana  	2489010	Klebsiella	85	africana	96.5	-	-	-	-
REFSSPECIESID0000590	NZ_VCHQ01000001	Klebsiella indica  	2582917	Klebsiella	85	indica	95	-	-	-	-
REFSSPECIESID0000598	NZ_CABEJC010000001	Klebsiella spallanzanii  	2587528	Klebsiella	85	spallanzanii	95	-	-	-	-
REFSSPECIESID0000595	NZ_CP073236	Klebsiella pasteurii  	2587529	Klebsiella	85	pasteurii	97	-	-	-	-
REFSSPECIESID0000618	NZ_CP015941	Legionella pneumophila  	446	Legionella	78	pneumophila	95	-	-	-	-
REFSSPECIESID0000660	NZ_CAAAIY010000001	Legionella bozemanae  	447	Legionella	78	bozemanae	95	-	-	-	-
REFSSPECIESID0000611	NZ_LNYA01000001	Legionella erythra  	448	Legionella	78	erythra	95	-	-	-	-
REFSSPECIESID0000607	NZ_LN681225	Legionella hackeliae  	449	Legionella	78	hackeliae	95	-	-	-	-
REFSSPECIESID0000600	NC_013861	Legionella longbeachae  	450	Legionella	78	longbeachae	95	-	-	-	-
REFSSPECIESID0000649	NZ_LR134374	Legionella spiritensis  	452	Legionella	78	spiritensis	95	-	-	-	-
REFSSPECIESID0000647	NZ_UGNY01000002	Legionella feeleii  	453	Legionella	78	feeleii	95	-	-	-	-
REFSSPECIESID0000626	NZ_CP041668	Legionella israelensis  	454	Legionella	78	israelensis	95	-	-	-	-
REFSSPECIESID0000630	NZ_FOTZ01000013	Legionella jamestowniensis  	455	Legionella	78	jamestowniensis	95	-	-	-	-
REFSSPECIESID0000650	NZ_LR134383	Legionella jordanis  	456	Legionella	78	jordanis	95	-	-	-	-
REFSSPECIESID0000655	NZ_CAAAIN010000001	Legionella rubrilucens  	458	Legionella	78	rubrilucens	95	-	-	-	-
REFSSPECIESID0000641	NZ_UGOY01000003	Legionella steigerwaltii  	460	Legionella	78	steigerwaltii	95	-	-	-	-
REFSSPECIESID0000645	NZ_UHIB01000004	Legionella maceachernii  	466	Legionella	78	maceachernii	95	-	-	-	-
REFSSPECIESID0000622	NZ_CP029563	Legionella anisa  	28082	Legionella	78	anisa	95	-	-	-	-
REFSSPECIESID0000636	NZ_UGNW01000002	Legionella birminghamensis  	28083	Legionella	78	birminghamensis	95	-	-	-	-
REFSSPECIESID0000603	NZ_JHYM01000001	Legionella cherrii  	28084	Legionella	78	cherrii	95	-	-	-	-
REFSSPECIESID0000635	NZ_UGNX01000002	Legionella cincinnatiensis  	28085	Legionella	78	cincinnatiensis	95	-	-	-	-
REFSSPECIESID0000621	NZ_CP025491	Legionella sainthelensi  	28087	Legionella	78	sainthelensi	95	-	-	-	-
REFSSPECIESID0000643	NZ_UGPB01000002	Legionella wadsworthii  	28088	Legionella	78	wadsworthii	95	-	-	-	-
REFSSPECIESID0000609	NZ_LNXV01000001	Legionella brunensis  	29422	Legionella	78	brunensis	95	-	-	-	-
REFSSPECIESID0000613	NZ_LNYP01000001	Legionella oakridgensis  	29423	Legionella	78	oakridgensis	95	-	-	-	-
REFSSPECIESID0000639	NZ_UGOG01000002	Legionella moravica  	39962	Legionella	78	moravica	95	-	-	-	-
REFSSPECIESID0000656	NZ_CAAAIP010000001	Legionella tucsonensis  	40335	Legionella	78	tucsonensis	95	-	-	-	-
REFSSPECIESID0000610	NZ_LNKA01000001	Legionella adelaidensis  	45056	Legionella	78	adelaidensis	95	-	-	-	-
REFSSPECIESID0000633	NZ_UGOA01000003	Legionella donaldsonii  	45060	Legionella	78	donaldsonii	95	-	-	-	-
REFSSPECIESID0000659	NZ_CAAAIZ010000001	Legionella fairfieldensis  	45064	Legionella	78	fairfieldensis	95	-	-	-	-
REFSSPECIESID0000625	NZ_CP038271	Legionella geestiana  	45065	Legionella	78	geestiana	95	-	-	-	-
REFSSPECIESID0000637	NZ_UGOB01000002	Legionella gratiana  	45066	Legionella	78	gratiana	95	-	-	-	-
REFSSPECIESID0000632	NZ_LT906451	Legionella lansingensis  	45067	Legionella	78	lansingensis	95	-	-	-	-
REFSSPECIESID0000640	NZ_UGON01000002	Legionella londiniensis  	45068	Legionella	78	londiniensis	95	-	-	-	-
REFSSPECIESID0000612	NZ_LNYO01000001	Legionella nautarum  	45070	Legionella	78	nautarum	95	-	-	-	-
REFSSPECIESID0000648	NZ_UGOH01000002	Legionella parisiensis  	45071	Legionella	78	parisiensis	95	-	-	-	-
REFSSPECIESID0000638	NZ_UGOW01000005	Legionella quateirensis  	45072	Legionella	78	quateirensis	95	-	-	-	-
REFSSPECIESID0000614	NZ_LNYS01000001	Legionella quinlivanii  	45073	Legionella	78	quinlivanii	95	-	-	-	-
REFSSPECIESID0000617	NZ_LNYU01000001	Legionella santicrucis  	45074	Legionella	78	santicrucis	95	-	-	-	-
REFSSPECIESID0000616	NZ_LNYW01000001	Legionella shakespearei  	45075	Legionella	78	shakespearei	95	-	-	-	-
REFSSPECIESID0000644	NZ_UGPA01000002	Legionella worsleiensis  	45076	Legionella	78	worsleiensis	95	-	-	-	-
REFSSPECIESID0000631	NZ_LT906442	Legionella waltersii  	66969	Legionella	78	waltersii	95	-	-	-	-
REFSSPECIESID0000642	NZ_UGOZ01000002	Legionella taurinensis  	70611	Legionella	78	taurinensis	95	-	-	-	-
REFSSPECIESID0000634	NZ_UGNV01000006	Legionella beliardensis  	91822	Legionella	78	beliardensis	95	-	-	-	-
REFSSPECIESID0000651	NZ_CAAAHX010000001	Legionella gresilensis  	91823	Legionella	78	gresilensis	95	-	-	-	-
REFSSPECIESID0000657	NZ_CAAAIU010000001	Legionella drozanskii  	96228	Legionella	78	drozanskii	95	-	-	-	-
REFSSPECIESID0000654	NZ_CAAAIM010000001	Legionella rowbothamii  	96229	Legionella	78	rowbothamii	95	-	-	-	-
REFSSPECIESID0000606	NZ_LN614827	Legionella fallonii  	96230	Legionella	78	fallonii	95	-	-	-	-
REFSSPECIESID0000629	NZ_CP071527	Legionella lytica  	96232	Legionella	78	lytica	95	-	-	-	-
REFSSPECIESID0000601	NZ_JH413793	Legionella drancourtii  	168933	Legionella	78	drancourtii	95	-	-	-	-
REFSSPECIESID0000646	NZ_UGOD01000008	Legionella busanensis  	190655	Legionella	78	busanensis	95	-	-	-	-
REFSSPECIESID0000652	NZ_CAAAIA010000001	Legionella impletisoli  	343510	Legionella	78	impletisoli	95	-	-	-	-
REFSSPECIESID0000658	NZ_CAAAIW010000001	Legionella yabuuchiae  	376727	Legionella	78	yabuuchiae	95	-	-	-	-
REFSSPECIESID0000653	NZ_CAAAID010000001	Legionella nagasakiensis  	535290	Legionella	78	nagasakiensis	95	-	-	-	-
REFSSPECIESID0000615	NZ_LNYY01000001	Legionella steelei  	947033	Legionella	78	steelei	95	-	-	-	-
REFSSPECIESID0000604	NZ_CCVW01000001	Legionella massiliensis  	1034943	Legionella	78	massiliensis	95	-	-	-	-
REFSSPECIESID0000602	NZ_CALJ01000340	Legionella tunisiensis  	1034944	Legionella	78	tunisiensis	95	-	-	-	-
REFSSPECIESID0000605	NZ_JNCF01000002	Legionella norrlandica  	1498499	Legionella	78	norrlandica	95	-	-	-	-
REFSSPECIESID0000608	NZ_LN901315	Legionella saoudiensis  	1750561	Legionella	78	saoudiensis	95	-	-	-	-
REFSSPECIESID0000619	NZ_CP016397	Legionella clemsonensis  	1867846	Legionella	78	clemsonensis	95	-	-	-	-
REFSSPECIESID0000624	NZ_RZGX01000001	Legionella qingyii  	2184757	Legionella	78	qingyii	95	-	-	-	-
REFSSPECIESID0000623	NZ_RZGT01000001	Legionella septentrionalis  	2498109	Legionella	78	septentrionalis	95	-	-	-	-
REFSSPECIESID0000627	NZ_AP022839	Legionella antarctica  	2708020	Legionella	78	antarctica	95	-	-	-	-
REFSSPECIESID0000628	NZ_JADOBG010000001	Legionella bononiensis  	2793102	Legionella	78	bononiensis	95	-	-	-	-
REFSSPECIESID0000001	FR687253.1	Listeria ivanovii - -	1638	Listeria	85	ivanovii	94	-	-	-	-
REFSSPECIESID0000032	JAFHAS000000000.1	Listeria seeligeri - -	1640	Listeria	85	seeligeri	94	-	-	-	-
REFSSPECIESID0000011	JAFHAU000000000.1	Listeria innocua - -	1642	Listeria	85	innocua	94	-	-	-	-
REFSSPECIESID0000034	JAFHAV000000000.1	Listeria innocua - -	1642	Listeria	85	innocua	94	-	-	-	-
REFSSPECIESID0000003	AM263198.1	Listeria welshimeri - -	1643	Listeria	85	welshimeri	94	-	-	-	-
REFSSPECIESID0000013	JAFHAT000000000.1	Listeria marthii - -	529731	Listeria	85	marthii	94	-	-	-	-
REFSSPECIESID0000012	JABXMD000000000.1	Listeria monocytogenes II 1/2a	1906951	Listeria	85	monocytogenes	94	II	98	1/2a	98.5
REFSSPECIESID0000015	JABXNK000000000.1	Listeria monocytogenes IV 4b	2065118	Listeria	85	monocytogenes	94	IV	98	4b	98.5
REFSSPECIESID0000016	NZ_JABXMY000000000.1	Listeria monocytogenes III 4b	2065118	Listeria	85	monocytogenes	94	III	98	4b	98.5
REFSSPECIESID0000033	JABXLY010000001.1	Listeria monocytogenes I 1/2b	2291966	Listeria	85	monocytogenes	94	I	98	1/2b	98.5
REFSSPECIESID0000035	JABXNF000000000.1	Listeria monocytogenes III 4c	2291970	Listeria	85	monocytogenes	94	III	98	4c	98.5
REFSSPECIESID0000747	NZ_CP018019	Mycobacterium avium  	1764	Mycobacterium	80	avium	95	-	-	-	-
REFSSPECIESID0000745	NZ_CP085945	Mycobacterium intracellulare  	1767	Mycobacterium	80	intracellulare	99	-	-	-	-
REFSSPECIESID0000661	NC_022663	Mycobacterium kansasii  	1768	Mycobacterium	80	kansasii	95	-	-	-	-
REFSSPECIESID0000703	NZ_CP029543	Mycobacterium leprae  	1769	Mycobacterium	80	leprae	95	-	-	-	-
REFSSPECIESID0000778	NZ_AM412059	Mycobacterium tuberculosis tuberculosis variant bovis 	1773	Mycobacterium	80	tuberculosis	95	tuberculosis variant bovis	99.9	-	-
REFSSPECIESID0000779	NC_000962	Mycobacterium tuberculosis tuberculosis 	1773	Mycobacterium	80	tuberculosis	95	tuberculosis	99.9	-	-
REFSSPECIESID0000714	NZ_AP022569	Mycobacterium cookii  	1775	Mycobacterium	80	cookii	95	-	-	-	-
REFSSPECIESID0000688	NZ_LQOX01000001	Mycobacterium gastri  	1777	Mycobacterium	80	gastri	96	-	-	-	-
REFSSPECIESID0000684	NZ_LQOY01000001	Mycobacterium gordonae  	1778	Mycobacterium	80	gordonae	95	-	-	-	-
REFSSPECIESID0000741	NZ_CP080999	Mycobacterium malmoense  	1780	Mycobacterium	80	malmoense	95	-	-	-	-
REFSSPECIESID0000733	NZ_CP058277	Mycobacterium marinum  	1781	Mycobacterium	80	marinum	99.5	-	-	-	-
REFSSPECIESID0000682	NZ_MVIJ01000100	Mycobacterium scrofulaceum  	1783	Mycobacterium	80	scrofulaceum	95.5	-	-	-	-
REFSSPECIESID0000713	NZ_AP022568	Mycobacterium simiae  	1784	Mycobacterium	80	simiae	95	-	-	-	-
REFSSPECIESID0000753	NZ_CP097320	Mycobacterium sp.  	1785	Mycobacterium	80	sp.	95	-	-	-	-
REFSSPECIESID0000694	NZ_LQPW01000001	Mycobacterium szulgai  	1787	Mycobacterium	80	szulgai	95	-	-	-	-
REFSSPECIESID0000771	NZ_UATA01000021	Mycobacterium xenopi  	1789	Mycobacterium	80	xenopi	95	-	-	-	-
REFSSPECIESID0000680	NZ_MVHI01000099	Mycobacterium asiaticum  	1790	Mycobacterium	80	asiaticum	95	-	-	-	-
REFSSPECIESID0000742	NZ_CP081000	Mycobacterium senegalense  	1796	Mycobacterium	80	senegalense	95	-	-	-	-
REFSSPECIESID0000737	NZ_CP080332	Mycobacterium diernhoferi  	1801	Mycobacterium	80	diernhoferi	95	-	-	-	-
REFSSPECIESID0000744	NZ_CP085200	Mycobacterium ulcerans  	1809	Mycobacterium	80	ulcerans	99.5	-	-	-	-
REFSSPECIESID0000701	NZ_PDKV01000010	Mycobacterium celatum  	28045	Mycobacterium	80	celatum	95	-	-	-	-
REFSSPECIESID0000673	NZ_MIHB01000001	Mycobacterium intermedium  	28445	Mycobacterium	80	intermedium	95	-	-	-	-
REFSSPECIESID0000665	NZ_CP011883	Mycobacterium haemophilum  	29311	Mycobacterium	80	haemophilum	95	-	-	-	-
REFSSPECIESID0000770	NZ_UEGW01000003	Mycobacterium shimoidei  	29313	Mycobacterium	80	shimoidei	95	-	-	-	-
REFSSPECIESID0000763	NZ_LT546234	Mycobacterium interjectum  	33895	Mycobacterium	80	interjectum	95	-	-	-	-
REFSSPECIESID0000666	NZ_JAGZ01000001	Mycobacterium genavense  	36812	Mycobacterium	80	genavense	95	-	-	-	-
REFSSPECIESID0000761	NZ_JACKVC010000001	Mycobacterium porcinum  	39693	Mycobacterium	80	porcinum	95	-	-	-	-
REFSSPECIESID0000716	NZ_AP022606	Mycobacterium branderi  	43348	Mycobacterium	80	branderi	95	-	-	-	-
REFSSPECIESID0000719	NZ_AP022613	Mycobacterium conspicuum  	44010	Mycobacterium	80	conspicuum	95	-	-	-	-
REFSSPECIESID0000775	NZ_LR655769	Mycobacterium tilburgii  	44467	Mycobacterium	80	tilburgii	95	-	-	-	-
REFSSPECIESID0000691	NZ_LQPY01000001	Mycobacterium triplex  	47839	Mycobacterium	80	triplex	95	-	-	-	-
REFSSPECIESID0000757	NZ_JACKTL010000001	Mycobacterium hodleri  	49897	Mycobacterium	80	hodleri	95	-	-	-	-
REFSSPECIESID0000722	NZ_AP022615	Mycobacterium heidelbergense  	53376	Mycobacterium	80	heidelbergense	95	-	-	-	-
REFSSPECIESID0000760	NZ_JACKUR010000001	Mycobacterium paraffinicum  	53378	Mycobacterium	80	paraffinicum	95	-	-	-	-
REFSSPECIESID0000687	NZ_LQOK01000001	Mycobacterium bohemicum  	56425	Mycobacterium	80	bohemicum	95	-	-	-	-
REFSSPECIESID0000664	NC_015848	Mycobacterium tuberculosis complex canettii 	77643	Mycobacterium	80	tuberculosis complex	95	canettii	99.5	-	-
REFSSPECIESID0000710	NZ_BLKW01000001	Mycobacterium botniense  	84962	Mycobacterium	80	botniense	95	-	-	-	-
REFSSPECIESID0000735	NZ_AP024310	Mycobacterium heckeshornense  	110505	Mycobacterium	80	heckeshornense	95	-	-	-	-
REFSSPECIESID0000730	NZ_CP038799	Mycobacterium frederiksbergense  	117567	Mycobacterium	80	frederiksbergense	95	-	-	-	-
REFSSPECIESID0000732	NZ_CP045081	Mycobacterium kubicae  	120959	Mycobacterium	80	kubicae	95	-	-	-	-
REFSSPECIESID0000715	NZ_AP022572	Mycobacterium shottsii  	133549	Mycobacterium	80	shottsii	98.5	-	-	-	-
REFSSPECIESID0000749	NZ_CP092364	Mycobacterium goodii  	134601	Mycobacterium	80	goodii	95	-	-	-	-
REFSSPECIESID0000669	NZ_CTEE01000001	Mycobacterium lentiflavum  	141349	Mycobacterium	80	lentiflavum	95	-	-	-	-
REFSSPECIESID0000740	NZ_CP080998	Mycobacterium holsaticum  	152142	Mycobacterium	80	holsaticum	95	-	-	-	-
REFSSPECIESID0000685	NZ_LQPJ01000001	Mycobacterium palustre  	153971	Mycobacterium	80	palustre	95	-	-	-	-
REFSSPECIESID0000702	NZ_BFCH01000001	Mycobacterium montefiorense  	154654	Mycobacterium	80	montefiorense	95	-	-	-	-
REFSSPECIESID0000723	NZ_AP022581	Mycobacterium lacus  	169765	Mycobacterium	80	lacus	95	-	-	-	-
REFSSPECIESID0000721	NZ_AP022614	Mycobacterium parmense  	185642	Mycobacterium	80	parmense	95	-	-	-	-
REFSSPECIESID0000754	NZ_JACKSH010000001	Mycobacterium pyrenivorans  	187102	Mycobacterium	80	pyrenivorans	95	-	-	-	-
REFSSPECIESID0000755	NZ_JACKSJ010000001	Mycobacterium manitobense  	190147	Mycobacterium	80	manitobense	95	-	-	-	-
REFSSPECIESID0000717	NZ_AP022573	Mycobacterium saskatchewanense  	220927	Mycobacterium	80	saskatchewanense	95	-	-	-	-
REFSSPECIESID0000758	NZ_JACKUC010000001	Mycobacterium hackensackense  	228909	Mycobacterium	80	hackensackense	95	-	-	-	-
REFSSPECIESID0000662	NZ_GG770676	Mycobacterium parascrofulaceum  	240125	Mycobacterium	80	parascrofulaceum	95.5	-	-	-	-
REFSSPECIESID0000699	NZ_NVQE01000001	Mycobacterium neglectum  	242737	Mycobacterium	80	neglectum	95	-	-	-	-
